source,cos_sim,target,level
"А хотите… хотите, я вам скажу сейчас прямо, без прикрас, зачем вы ко мне пожаловали? ",0.7051355647811454,"А хотите... я вам скажу сейчас прямо, зачем вы ко мне пришли? ",b1
"— ответила за нее Вера Иосифовна. — Мы приглашали учителей на дом, в гимназии же или в институте, согласитесь, могли быть дурные влияния; пока девушка растет, она должна находиться под влиянием одной только матери",0.6884917180343946,"— ответила за неё Вера Иосифовна. — Мы приглашали учителей домой, в гимназии же или в институте, сог ласитесь, могло быть плохое влияние. ",b1
"Этот господин — большой честолюбец и, верно, хочет быть рядом с носителем счастливой вести — вдруг и ему что-нибудь перепадет. — Маклафлин неодобрительно покачал головой. — Ну, а господа журналисты немедленно бросились врассыпную — ведь у каждого на такой случай есть свой человечек среди телеграфистов. ",0.1118717914182816,"Мужчины ждали своей очереди, чтобы встать рядом с теми, кто сейчас участвовал в штурме. ",b1
"— Назовите любой предмет, хоть бы даже самый тривиальный, и я напишу про него статью, которую моя газета с удовольствием напечатает, — протянул руку д’Эвре. — Пари? ",0.5239555529022581,"— Назовите любой предмет, и я напишу про него статью. ",b1
"Я оскорбила вас, но вы знаете — коли любишь, долго ли помнишь обиду. ",0.7211569259983192,"Но вы знайте — если любишь, долго ли помнишь обиду. ",b1
"Кроме фальши и лжи, ничего не могло выйти теперь; а фальшь и ложь были противны его натуре.",0.7154298917561553,"Кроме фальши и лжи ничего не могло быть теперь, а фальшь и ложь были ему неприятны. ",b1
"Я про вас не говорю, а вообще… Безнравственный народ! ",0.5229435181094358,"Я про вас не говорю, а вообще... ",b1_c1
"— Я очень рада буду, если вы поедете. ",0.4658683632141133,"Я очень рада буду, если вы поедете. — Если придётся ехать, я буду думать, что это сделает вам удовольствие… — сказала, улыбаясь, Анна. — А я знаю, почему вы зовёте меня. ",b1
"Но миг проходит, и, может быть, назавтра же вы встретите опять тот же задумчивый и рассеянный взгляд, как и прежде, то же бледное лицо, ту же покорность и робость в движениях и даже раскаяние, даже следы какой-то мертвящей тоски и досады за минутное увлечение... ",0.6421117841597437,"Но миг проходит, и, может быть, завтра вы встретите опять тот же задумчивый взгляд, как и прежде, то же бледное лицо... ",b1
"Варя увидела, как лицо Белого Генерала стало красным. ",0.5525651810088631,"Варя увидела, как лицо генерала сначала покраснело. ",b1
"- Не национальное; хоть и по-русски, но не национальное; и либералы у нас не русские, и консерваторы не русские, все… И будьте уверены, что нация ничего не признает из того, что сделано помещиками и семинаристами, ни теперь, ни после… - Вот это хорошо! ",0.6657967062641591,"— Хоть и по-русски, но не национальное; и либералы у нас не русские, и консерваторы не русские, все",b1
"Наш Анвар, тогда еще не никакой не эфенди, служил у него секретарем. ",0.3508990292724521,Тогда Анварэфенди стал секретарём у брата молодого султана. ,b1
"Носик Софии Николаевны сиял в это время, как Галлеова комета, которая еще не сияет, но будет сиять. ",0.909464644268903,"Носик Софии Николаевны сиял в это время, как Галлеева комета, которая ещё не сияет, но будет сиять. ",b1_c1
В большом городе пешеходы ведут мученическую жизнь. ,0.9999999999999998,В большом городе пешеходы ведут мученическую жизнь. ,b1_c1
"Не смейтесь; если вы будете смеяться, то вы недостойны это понять… - Вы видите, что я не смеюсь, - грустно и строго проговорила Настасья Филипповна",0.6500966908002245,"— Вы видите, что я не смеюсь, — грустно и строго проговорила Настасья Филипповна",b1
"В эти последние годы подросли и созрели все три генеральские дочери, Александра, Аделаида и Аглая. ",0.9180762712761136,"В последние годы подросли все три генеральские дочери, Александра, Аделаида и Аглая. ",b1
"Кроме того, тотчас же по нескольким словам Дарья Александровна поняла, что Анна, кормилица, нянька и ребенок не сжились вместе и что посещение матерью было дело необычайное. ",0.7241043150763997,"Кроме того, тотчас же по нескольким словам Дарья Александровна поняла, что Анна, гувернантка и ребёнок не подружились вместе и что приход матери было дело необычайное. ",b1
Отчего вы так резко и круто отчалили от Калининых? ,0.3442338700749484,"Кто-то спросил вас, почему вы давно не были в доме Калининых? ",b1
"Андрей не влюблен — я не допускаю, все-таки у него вкус есть, а просто он так, дразнит нас, дурачится. ",0.8714295252154808,"Андрей не влюблён — я не до пускаю, всё-таки у него вкус есть, а просто он так, дразнит нас, дурачится. ",b2
"Я должен наконец говорить, высказать, что у меня накипело тут, в сердце... ",0.8451669158535124,"Я должен наконец говорить, высказать, что у меня наболело тут в сердце...",b1
"Ах да, послушайте: если бы вас кто-нибудь вызвал на дуэль, что бы вы сделали? ",0.9318079131743428,"Ах да, послушайте: если бы васкто-нибудь вызвал на дуэль, что бы вы сделали? ",b1
"Я встал, пошел в другую комнату и наткнулся там на другую барышню. ",0.9588303918745686,"Я встал, пошёл в другую комнату и наткнулся там на другую барышню. ",b1_c1
Деряев почти вслух бранил докторов и советовал мировому полечиться у какого-то Евстрата Иваныча. ,0.5140880489884573,Деряев ругал докторов и советовал лечиться у другого врача. ,b1
С этим посольством Бетси ездила к Анне и привезла ему отрицательный ответ.,0.7824005441024612,С этой мыслью Бетси ездила к Анне и привезла ему отрицательный ответ. ,b1
"Даже не было надежды, чтоб ее пригласили, именно потому, что она имела слишком большой успех в свете, и никому в голову не могло прийти, чтоб она не была приглашена до сих пор. ",0.907721956315677,"Даже не было надежды, чтобы её пригласили, потому что она имела слишком большой успех в свете, и никому в голову не могло прийти, чтобы она не была приглашена до сих пор. ",b1
"– сказала им графиня. – Сказать Лизавете Ивановне, что я её жду.",0.7762421253985485,"— сказала им графиня. — Скажи Лизавете Ивановне, что я её жду.",b1
"И, вновь перебрав условия дуэли, развода, разлуки и вновь отвергнув их, Алексей Александрович убедился, что выход был только один — удержать ее при себе, скрыв от света случившееся и употребив все зависящие меры для прекращения связи и, главное, — в чем самому себе он не признавался — для наказания ее. ",0.7136491082353723,"Снова обдумав условия дуэли и развода и опять отказавшись от них, Алексей Александрович убедился, что выход был только один — удержать её при себе, употребив все меры для прекращения связи, и главное — в чём самому себе он не признавался — для наказания её. ",b1
"Я в дом уже не хожу, и не пойду… Ирина. ",0.6971281655988387,"Я в дом уже не хожу, и не пойду...",b2
"- закричала Настасья Филипповна, отталкивая его: - расступитесь все! ",0.7081503714783125,"— закричала Настасья Филипповна, отталкивая его. — Отойдите все! ",b1
Подошедшие к ним три дамы с вопросами – oubli ou regret? ,0.6356743167561754,"Может быть, ввашей комнате, во время вашего сна: от него можно ждать всего… К ним подошли три дамы с вопросами — oubli ou regret? ",b1
Варя ничего не видела и не слышала. ,0.1701967529548651,Варя поняла: никто из них ей не поможет. ,b1
"Мысль эта ужаснула Лизу, и она решилась на другое утро опять явиться в рощу Акулиной.",0.6772480606583002,"Мысль эта испугала Лизу, и она решила на другое утро опять прийти в лес Акулиной.",a2
"Пухлая, хорошо выкормленная девочка, как всегда, увидав мать, подвернула перетянутые ниточками голые ручонки ладонями книзу и, улыбаясь беззубым ротиком, начала, как рыба поплавками, загребать ручонками, шурша ими по крахмаленым складкам вышитой юбочки. ",0.3978309157747525,"Девочка, как всегда, увидев мать, улыбнулась беззубым ротиком. ",b1
"Он налил себе полную тарелку, поперчил кайенским перцем и стал хлебать… «Бедняга… — продолжал ужасаться француз. — Или он болен и не замечает своего опасного состояния, или же он делает всё это нарочно… с целью самоубийства… Боже мой, знай я, что наткнусь здесь на такую картину, то ни за что бы не пришёл сюда! ",0.6175028034831834,"«Бедняга... — продолжал ужасаться француз. — Или он болен и не замечает своего опасного состояния, или же он делает всё это нарочно... с целью самоубийства... ",b1_c1
"Вероятно оттого, что горло заплыло жиром, голос у него изменился, стал тонким и резким. ",0.6542794568690848,"Голос у него изменился, стал тонким и резким. ",b1
"Вспомните, что их пишет бедная девушка, что она одна, что некому ни научить ее, ни посоветовать ей и что она никогда не умела сама совладеть с своим сердцем. ",0.7355065358341621,"Вспомните, что его пишет бедная девушка, что она одна, что некому ни научить её, ни посоветовать ей. ",b1
Урбенин поблагодарил меня и после моего ухода уже гулял по коридору: его дверь уж более не запиралась.,0.2276070953197009,"И неблагодарный человек, потому что ему разрешили гулять по коридору, а он своим ключом открыл дверь другой камеры, зашёл туда и убил человека! ",b1
"Милая, говорю тебе как сестра, как друг, если хочешь моего совета, выходи за барона!",0.9999999999999998,"Милая, говорю тебе как сестра, как друг, если хочешь моего совета, выходи за барона!",b2
— Варя схватилась за сердце. — Как быстро! ,0.6389475907226726,— Варина рука легла на сердце. — Как быстро! ,b1
"Ей казалось натурально и просто видеть сына, когда она будет в одном с ним городе; но по приезде в Петербург ей вдруг представилось ясно ее теперешнее положение в обществе, и она поняла, что устроить свидание было трудно.",0.5971059792619137,"Когда Анна приехала в Петербург, она вдруг ясно поняла своё теперешнее положение в обществе и что устроить свидание будет трудно. ",b1
Она сломится под твоею тяжестью — и ты неизбежно погибнешь!,0.9917295672239036,Она сломится под твоею тяжестью — и ты неизбежно погибнешь! ,b1_c1
"Она попробовала улыбнуться, успокоиться, но подбородок ее дрожал и грудь все еще колыхалась",0.5534330286574103,"Она попробовала улыбнуться, успокоиться, но у неё ничего не получилось",b1
"Он подошел к ней и, взяв ее за руку, тихо сказал: – Анна, поедем послезавтра, если хочешь. ",0.8361886168620023,"Он подошёл к ней и, взяв её за руку, тихо сказал: — Анна, поедем послезавтра, если хочешь. ",b1
"Но скоро, когда он увидел, что его не выпускают, и когда сообщили ему показание Кузьмы, он опять запечалился",0.2651094294621939,Часть 40  Появление Кузьмы всё опять запутало. ,b1
"Про нее уведомлял Евгений Павлович в одном довольно нескладном письме из Парижа, что она, после короткой и необычайной привязанности к одному эмигранту, польскому графу, вышла вдруг за него замуж, против желания своих родителей, если и давших наконец согласие, то потому, что дело угрожало каким-то необыкновенным скандалом. ",0.4681325364702152,"Аглая Ивановна Епанчина после короткой и необычайной дружбы с одним эмигрантом, польским графом, вышла вдруг за него замуж, против желания своих родителей. ",b1
"— Я одно скажу, — начала Анна, — я его сестра, я знаю его характер, эту способность всё, всё забыть (она сделала жест пред лбом), эту способность полного увлечения, но зато и полного раскаяния. ",0.7405200616142277,"Я всё передумала и ничего не вижу. — Я одно скажу, — начала Анна, — я знаю его характер, эту способность полного увлечения, но зато и полного раскаяния. ",b1
Только один Алексей Александрович ни разу не взглянул в ту сторону и не был отвлечен от интереса начатого разговора.,0.7543915359319827,Только один Алексей Александрович ни разу не взглянул в ту сторону. ,b1
"и поверьте, не было бы для меня большего блаженства, как жить с вами если не в одном доме, то по крайней мере в самом ближайшем соседстве",0.91109761282016,"и поверьте, не было бы для меня большего счастья, как жить с вами если не в одном доме, то по крайней мере в самом ближайшем соседстве",b1_c1
"Он сказал: если найти счастливого человека, снять с него рубашку и надеть на царя — царь выздоровеет. ",0.6032446923639209,Он сказал:  — Надо найти счастливого человека и снять с него рубашку. ,a2_b1
"— Рад, — коротко произнес Фандорин и посторонился, давая пройти. ",0.1249440769592868,«Дом» Фандорина оказался очень маленьким — всего одна комната. ,b1
"Он сидит в Обуховской больнице в 17-м нумере, не отвечает ни на какие вопросы и бормочет необыкновенно скоро: «Тройка, семёрка, туз! ",0.7373321768206568,"Он сидит в Обуховской больнице, не отвечает ни на какие вопросы и тихо и необыкновенно быстро повторяет: «Тройка, семёрка, туз! ",b1
"И француз с сожалением стал рассматривать лицо соседа, каждую минуту ожидая, что вот-вот начнутся с ним судороги, какие всегда бывали у дяди Франсуа после опасного пари… «По-видимому, человек интеллигентный, молодой… полный сил… — думал он, глядя на соседа. — Быть может, приносит пользу своему отечеству… и весьма возможно, что имеет молодую жену, детей… Судя по одежде, он должен быть богат; доволен… но что же заставляет его решаться на такой шаг?.. ",0.3958586947371983,"Судя по одежде, он должен быть богат, доволен... но что же заставляет его ре шаться на такой шаг?.. ",b1_c1
— сказала Долли улыбаясь,0.61729607861486,"– сказала Долли, улыбаясь. — Ну что моя милая Анна?",b1
Скверно могло з-закончиться.,0.3334292364820345,Для вас всё могло закончиться очень плохо». ,b1
"Приедет петербургский генерал и с ним дочь, молодая графиня… И такой моды, братцы, что не может услышать бранного слова… Сейчас испугается и… в слезы! ",0.66944422429099,"Приедет петербургский генерал и с ним дочь, молодая графиня… И такая, что не может слышать ругательного слова. ",b1_c1
"— Нет уж извините, не допущу пройти позади такому приятному, образованному гостю",1.0000000000000002,"— Нет уж извините, не допущу пройти позади такому приятному, образованному гостю",b1_c1
"Он был красен, много потел, крякал, моргал глазами, вообще чувствовал себя не в своей тарелке. ",0.1026016132971979,Она сразу же начинает рассказывать о своей поездке. ,a2_b1
Замарашка в линялом голубом платье и пожухлой соломеной шляпке позорила имя русской женщины. ,0.3406705800016132,В зеркале она увидела девушку в старом голубом платье и в старой шляпке и подумала: «Какой ужас! ,b1
"Вы были тогда поручиком и в кого-то были влюблены, и вас все дразнили почему-то майором… Вершинин (смеется). ",0.7800730725627513,"Вы были тогда поручиком и в кого-то влюблены, и вас все дразнили почему-то майором...",b2
Аглая промолчала опять с минуту и начала с видимым отвращением,0.2784943778313515,"Аглая промолчала с минуту: — Мне не нравятся дрянные правила, какие иногда у мамыбывают. ",b1
— Что же ты мне так редко писал? ,1.0,— Что же ты мне так редко писал? ,b1_c1
"(Думая, что Андрей спрашивает его о чем-то.) ",0.8990719949279822,"(Думая, что Андрей спрашивает его о чём-то.) ",b2
"Гостиная наполнилась громом; гремело всё: и пол, и потолок, и мебель… Екатерина Ивановна играла трудный пассаж, интересный именно своею трудностью, длинный и однообразный, и Старцев, слушая, рисовал себе, как с высокой горы сыплются камни, сыплются и всё сыплются, и ему хотелось, чтобы они поскорее перестали сыпаться, и в то же время Екатерина Ивановна, розовая от напряжения, сильная, энергичная, с локоном, упавшим на лоб, очень нравилась ему. ",0.5895600360853324,"Екатерина Ивановна играла трудное и длинное про изведение, интересное именно своей трудностью, и Старцев слушал, и ему казалось, что с высокой горы падают камни, падают и всё время падают, и ему хотелось, чтобы они скорее перестали падать, и в то же время Екатерина Ивановна, сильная и энергичная, очень нравилась ему. ",b1
"— Вот в клубе Лукана за дурака держат, а он поумнее Криденера оказался, — сказала Варя, потому что молчать больше не было сил.",0.5448000638544993,"Потом она сказала: — В клубе все считают Лукана дураком, а он умнее Криденера оказался. ",b1
— В Мидхата-то? ,0.3143957784072543,"У Мидхата было много врагов, потому что было много идей. ",b1
Старые сапоги — это уж чересчур.,0.1528355529486023,"Сейчас люди — это те дети, которые начинают сомневаться. ",b1
За сценой музыка играет марш; все слушают.,1.0,За сценой музыка играет марш; все слушают.,b2
Я плыл до берега два с половиной лье. ,0.2483298271528999,Через полгода д’Эвре на корабле плыл по морю у берегов Греции. ,b1
"Итак, эти страстные письма, эти пламенные требования, это дерзкое, упорное преследование, всё это было не любовь! ",0.7585132424196126,"Итак, эти письма, эти решительные требования, это смелое преследование, всё это было не любовь! ",b1
"Когда она кончила, она почувствовала, что ей холодно и что над ней обрушилось такое страшное несчастие, какого она не ожидала.",0.8818701028266259,"Когда она кончила, она почувствовала, что ей холодно и что с ней случилось такое страшное несчастие, какого она не ожидала. ",b1
Николай стал ходить взад и вперед по комнате.,0.6872557237745309,"Николай стал ходить взад и вперёд по комнате, вышел и пошёл вниз в свою комнату. ",b1_c1
"Надо было показать ему, что она недовольна тем, что он не вернулся, как обещал, только недовольна, но никак не показывать ему своего горя и, главное, жалости о себе. ",0.9493528970160036,"Надо было показать ему, что она недовольна тем, что он не вернулся, как обещал, но никак не показывать ему своего горя и, главное, жалости к себе. ",b1
"Лучший друг ее, сестра, уезжала. ",0.5974148883351407,"Лучший друг её, сестра, должна была уехать. ",b1
"Ломоносова также ценили как историка, как создателя литературного русского языка, за его грамматику, за его переводы, ценили его как государственного деятеля, заботившегося о развитии образования и техники в России. ",0.9928210167168066,"Ломоносова также ценили как историка, как создателя лите ратурного русского языка, за его грамматику, за его переводы, ценили его как государственного деятеля, заботившегося о развитии образования и техники в России. ",b1_c1
У Туркиных перебывали все городские врачи; дошла наконец очередь и до земского. ,0.5031236433886913,"У Туркиных уже побывали все городские врачи, и вот, наконец, решили позвать врача из провинции. ",b1
"И хорошо, и возвышенно, и зелено, и дешево, и бонтонно, и музыкально, и вот потому и все в Павловск. ",0.4078136656930574,"И хорошо, и высоко, и зелено, идёшево. ",b1
"– замахали руками актеры, обращаясь к юбиляру.",0.1023782399160803,"Неужели ваш муж не знает, куда вам обращаться? ",a2_b1
"— выкрикнул адмирал, обрывая капитана. — Екатерина небось не обиделась, когда адмирал Свиридов, рассказывая ей о победе, увлекся, стал «загибать» и, спохватившись, ахнул… Она была умная и ласково сказала: «Не стесняйтесь, адмирал. ",0.5219375225574827,"— крикнул адмирал. — Например, Екате рина Великая не сконфузилась, когда адмирал Свиридов, рассказывая ей о победе, стал ругаться. ",b1_c1
"Когда же это кончилось и когда началось это новое, ужасное состояние? ",1.0000000000000002,"Когда же это кончилось и когда началось это новое, ужасное состояние? ",b1_c1
"– Да, но он пишет: ничего еще не мог добиться. ",0.6387516589409918,"— Да, но он пишет: ничего ещё не мог узнать. ",b1
Да и кто пойдет сюда в полночь? ,0.8852568205267619,Да и кто пойдёт сюда в полночь? ,b1
"Теперь он видел близко ее лицо, блестящие глаза, и здесь, в темноте, она казалась моложе, чем в комнате, и даже как будто вернулось к ней ее прежнее детское выражение. ",0.857902802207154,"Теперь он видел близко её лицо, глаза, и здесь, в темноте, она казалась моложе, чем в комнате, и даже как будто вернулось к ней её детское выражение. ",b1
"— Знает ли он или нет, — сказал Вронский своим обычным твердым и спокойным тоном, — знает ли он или нет, нам до этого дела нет. ",0.6517052280998284,"— Знает он или нет, — сказал Вронский своим обычным уве ренным и спокойным тоном, — вы не можете так оставаться, особенно теперь",b1
"Национален в России именно ее сверхнационализм, ее свобода от национализма; в этом самобытна Россия и не похожа ни на одну страну мира. ",0.5943981920559377,В этом самобытна Россия и не похожа ни на одну страну мира. ,b1_c1
