source,cos_sim,target,level
"— Так-с… Ваша повесть мне нравится: она лучше и интереснее очень многих уголовных романов… Только нам с вами, по взаимному соглашению, придется произвести в ней кое-какие весьма существенные изменения… — Это можно. ",0.3601716556824796,"— Ваша повесть мне нравится, она лучше других криминальных романов. ",b1
"— Как и любому правоверному, четыре. ",0.2199267376153909,— Как и всем остальным восточным мужчинам — четырёх. ,b1
"И смешно: мы всегда были люди среднего круга, самого среднего, какого только можно быть; зачем же лезть в тот великосветский круг? ",0.7405990301782073,Мы всегда были люди среднего круга; зачем же лезть в великосветский круг?,b1
"— сердилась бабушка, — да скоро ли этот зеришка проклятый выйдет? ",0.9231403616452304,— сердилась бабушка. — Да скоро ли этот зеришка проклятый выйдет? ,b1_c1
"Я коротко их знаю; я почти изучил их физиономии — и любуюсь на них, когда они веселы, и хандрю, когда они затуманятся. ",0.4793777908739647,"Я хорошо их знаю; я почти изучил их лица — я рад, когда они веселы, мне грустно, когда они печальные. ",b1
А мы с госпожой Суворовой едем кататься. ,0.3224988780666394,"— Лукан важ но посмотрел на всех, встал и добавил: — А мы с мадемуазель Суворовой едем смотреть ночной Бухарест. ",b1
"И в голове Алексея Александровича сложилось ясно всё, что он теперь скажет жене. ",1.0,"И в голове Алексея Александровича сложилось ясно всё, что он теперь скажет жене. ",b1
"Ей так страшно теперь было оставаться одной, что, не дожидаясь прихода человека, она пошла навстречу ему",0.90516449920075,"Ей так страшно теперь было оставаться одной, что, не дожидаясь прихода слуги, она пошла навстречу ему",b1
Потом он обнял своими лапами мёртвую собачку и так лежал пять дней.,0.5074345981990602,Потом он лёг около мёртвой собаки и лежал пять дней.,a2_b1
"Минуты две, опустив голову с выражением напряженного усилия мысли, стоял он с револьвером в руках неподвижно и думал. ",0.6649472182533409,"Минуты две, опустив голову, стоял он с револьвером в руках неподвижно и думал, потом приложил револьвер к левой стороне груди. ",b1
"– Не думаю, – отвечал важно Томский",0.5335766392743018,"— добавил третий. — Не думаю, — отвечал важно Томский. — Как! ",b1
— Не Урбенин!,0.2910831317078372,"После Урбенина Сергей зашёл в камеру к Кузьме. — Ну что, будешь говорить? ",b1
"Эта новая женщина, оказалось, во-первых, необыкновенно много знала и понимала, - так много, что надо было глубоко удивляться, откуда могла она приобрести такие сведения, выработать в себе такие точные понятия. ",0.5751300786885506,"Эта новая женщина, во-первых, необыкновенно много знала и понимала. ",b1
"Мне казалось, что он всю жизнь просился из души моей, и только теперь",0.7751419732627409,"Мне казалось, что он всю жизнь был в душе моей, и только теперь",b1
Они остались вдвоем.,0.4268410657607975,"Д’Эвре закрыл дверь, и они остались вдвоём... ",b1
"И Долли видела, что слезы выступили ей на глаза. ",0.4513475664671115,"И Долли видела, что слёзы появились у неё на глазах. — Что эти дома? ",b1
"— Хорошо, оставим до будущего раза… Теперь только скажите мне: правда ли, что вы били вашу жену? ",0.576094582659125,"Только скажите мне: правда ли, что вы били свою жену? ",b1
Анна была хозяйкой только по ведению разговора. ,0.9999999999999998,Анна была хозяйкой только по ведению разговора. ,b1
"Заметят по лицу, что вы без паспорта, и сейчас: кто таков? ",1.0000000000000004,"Заметят по лицу, что вы без паспорта, и сейчас: кто таков? ",b1_c1
"— Благодарю вас, — сухо ответила она. — Очень благородно. ",0.4142751928733718,"Вам не обязательно быть моим секре — Благодарю вас, — холодно ответила Варя. — Вы знали, что я была в кабинете. ",b1
"Я тотчас же вскочила, вся, не знаю отчего, покраснела, да и позабыла, что сижу пришпиленная; нет, чтоб тихонько отшпилить, чтобы жилец не видал, — рванулась так, что бабушкино кресло поехало. ",0.606033970684693,"Я тотчас же встала, вся, не знаю почему, покраснела, да и забыла, что сижу пристёгнутая, нет, чтоб тихонько отстегнуть, чтоб жилец не видел, — встала так, что бабушкино кресло поехало.",b1
"Ну, рассказывайте",0.2452811635312791,"Он начал одеваться и рассказывать доктору Вознесенскому, где был. ",b1
"Это вам на память… книжка с карандашиком… Мы здесь пойдем к реке… Отходят, оба оглядываются.",0.5045882120958735,Это вам на память... книжка с карандашиком... ,b2
"Она не плакала, но была грустна, точно больна, и лицо у нее дрожало",0.8278599174278135,"Она не плакала, но была грустна, как будто больна, и лицо у неё дрожало",b1
"Наш Анвар в это время благочестиво молился в мечети, чему есть многочисленные свидетели.",0.4000903531209787,...Анвар в это время был в мечети. ,b1
"Ну, да тогда и досталось мне: тотчас меня опять посадили на место и уж ни-ни, шевельнуться было нельзя. ",0.6667816674032763,"Ну, тогда тотчас меня опять посадили на место и уж нини, уйти было нельзя. ",b1
"Государственный канцлер князь Корчаков собственной персоной — точно такой же, как на портретах, разве только посубтильней. ",0.2569746896846849,"В кабинете государя было двое: государь и князь Корчаков, министр иностранных дел России. ",b1
"Мне кажется, никто еще не описал верно любви, и едва ли можно описать это нежное, радостное, мучительное чувство, и кто испытал его хоть раз, тот не станет передавать его на словах. ",0.7494809278231617,"Мне кажется, никто ещё не описал верно любовь, и можно ли описать это нежное, радостное, мучительное чувство, и кто хоть раз любил, тот не будет передавать это чувство словами. ",b1
"И Старцев избегал разговоров, а только закусывал и играл в винт, и когда заставал в каком-нибудь доме семейный праздник и его приглашали откушать, то он садился и ел молча, глядя в тарелку; и всё, что в это время говорили, было неинтересно, несправедливо, глупо, он чувствовал раздражение, волновался, но молчал, и за то, что он всегда сурово молчал и глядел в тарелку, его прозвали в городе «поляк надутый», хотя он никогда поляком не был.",0.4323521218641412,"Когда он оказывался на семейном празднике и его приглашали за стол, он садился, смотрел в тарелку, ел и молчал. ",b1
"Весь бал до последней кадрили был для Кити волшебным сновидением радостных цветов, звуков и движений. ",1.0000000000000004,"Весь бал до последней кадрили был для Кити волшебным сновидением радостных цветов, звуков и движений. ",b1
"Приходи ко мне, князь. ",0.28457877063779,"Да чуть ли ещё не ругала вас, князь. ",b1
" - Позвольте вам заметить,- сказал он,- вы говорите о китайской промышленности и сравниваете ее с европейскою. ",0.8026632166813763,"— Позвольте вам заметить, — сказал он, вы говорите о китайской промышленности и сравниваете её с европейской. ",b1_c1
– говорили игроки. – Чекалинский снова стасовал карты: игра пошла своим чередом.,0.3759423729543998,Чекалинскийснова взял карты в руки: игра продолжилась.,b1
"- Для знакомств вообще я мало времени имею, - сказал генерал, - но так как вы, конечно, имеете свою цель, то… - Я так и предчувствовал, - перебил князь, - что вы непременно увидите в посещении моем какую-нибудь особенную цель. ",0.6496569996740073,"— Я так и предчувствовал, — перебил князь, — что вы непременно увидите в посещении моём какую-нибудь особенную цель. ",b1
"— Так как же вы жили, коль нет истории? ",0.6705721823500179,"— Так как же вы жили, если нет истории? ",b1
"Потом Лука скок вперед и делает клинком этакий скрипичный ключ на фоне атмосферы, а Эвре, не трогаясь с места, только подался туловищем назад, ушел от удара и молниеносно, я и не заметил как, чиркнул сабелькой — прямо румыну по горлу, самым острием. ",0.1429411815249983,Неожиданно Лукан прыгает вперёд и делает саблей хитрое движение. ,b1
"Позвольте, наконец, узнать от вас самого и лично: сватаетесь вы за меня или нет?",0.4788204411986054,— Можно узнать от вас лично: женитесь вы на мне или нет? ,b1
"Вронский был везде, где только мог встречать Анну, и говорил ей, когда мог, о своей любви. ",0.9999999999999994,"Вронский был везде, где только мог встречать Анну, и говорил ей, когда мог, о своей любви. ",b1
"Оставшись один на перекрестке, князь осмотрелся кругом, быстро перешел через улицу, близко подошел к освещенному окну одной дачи, развернул маленькую бумажку, которую крепко сжимал в правой руке во все время разговора с Иваном Федоровичем, и прочел, ловя слабый луч света: ""Завтра в семь часов утра я буду на зеленой скамейке, в парке, и буду вас ждать. ",0.4213352203535982,"Аглая ушла, и князь прочитал: «Завтра в семь часов утра я буду на зелёной скамейке, в парке, и буду вас ждать. ",b1
Совершенно другая особа была сестрица Гаврилы Ардалионовича. ,1.0,Совершенно другая особа была сестрица Гаврилы Ардалионовича. ,b1
"Но однажды произошел у них наедине некий разговор, который Варя впоследствии восстановила по памяти и слово в слово записала в дневнике (после отъезда Эраста Петровича почему-то потянуло писать дневник — должно быть, от безделья).",0.2237301957934884,Но вот однажды между ними произошёл разговор... ,b1
"Это еще дедовский дом, и он ничего не изменен снаружи",0.5058409428880783,"Это ещё дедовский дом, и он не изменён с внешней стороны",b1
"Он сделал все возможное, чтобы отношения между Портой и Россией были разорваны. ",0.3881001648715523,"Он всё сделал, чтобы меж ду Турцией и Россией не было дипломатических отноше ний. ",b1
"– Очень жалко, что я именно не могу между половиной седьмого и девятью, – сказала она, чуть улыбаясь",0.7578044077220057,"— Очень жалко, что я не могу между половиной седьмого и девятью, — сказала она",b1
"Да, ничего себе, только жена, теща и две девочки. ",0.6912037493313001,"Да, ничего себе, только жена, тёща и две девоч ки. ",b2
"Если бы вы пожили больше с людьми, а в свете, я надеюсь, вам будут рады, как замечательному молодому человеку, то, конечно, успокоите ваше одушевление и увидите, что все это гораздо проще… и к тому же такие редкие случаи… происходят, по моему взгляду, отчасти от нашего пресыщения, а отчасти от… скуки… - Именно, именно так, - вскричал князь, - великолепнейшая мысль! ",0.3096860205097238,К тому же такие редкие случаи... происходят отчасти от... скуки...,b1
"Позавтракав, он тотчас же лег на диван, и в пять минут воспоминания безобразных сцен, виденных им в последние дни, перепутались и связались с представлением об Анне и мужике-обкладчике, который играл важную роль на медвежьей охоте; и Вронский заснул. ",0.2913350968683271,"Позавтракав, он лёг на диван и заснул. ",b1
"А генерал Соболев, как видите, и после моих пространных объяснений все еще не убежден.",0.1953151618003515,"Дверь кабинета открылась, и все увидели офицера, убежавшего выполнять приказ Соболева. ",b1
"Стало быть, Ольга еще не умерла. ",0.3373949267174376,"Её глаза были закрыты, но она ещё не умерла. ",b1
"Вот поди ж ты — дикая, азиатская страна, а при парламенте, не то что Россия.",0.4947499977552857,"Все удивлялись, что в России парламента нет, а в азиатской стране есть. ",b1
"Вы думаете, во мне говорит только мать, но нет, нет, уверяю вас! ",0.9999999999999996,"Вы думаете, во мне говорит только мать, но нет, нет, уверяю вас! ",b2
Через неделю я ему опять попалась на лестнице. ,0.6937146689330735,Через неделю мы опять встретились на лестнице. ,b1
"Но тут Фандорин с не свойственной ему в обычных обстоятельствах бесцеремонностью вылез вперед, не дал договорить: — Скажите, генерал, был ли у вас п-перед самым штурмом корреспондент газеты «Дейли пост» Маклафлин?",0.4621325626844639,"— Скажите, генерал, не был ли у вас перед самым штурмом журналист Маклафлин? ",b1
"Через час выходит ко мне такая сумрачная: ""Я, говорит, пойду за тебя, Парфен Семенович, и не потому что боюсь тебя, а все равно погибать-то. ",0.7008807940208139,"Через час выходит ко мне, мрачная: — Я, говорит, пойду за тебя, Парфён Семёнович, всё равно погибать-то. ",b1
"И люди обрадовались, что их вновь повели как стадо и что с сердец их снят наконец столь страшный дар, принесший им столько муки. ",0.918710882725024,"И люди обрадовались, что их вновь повели как стадо и что с сердец их снят наконец страшный дар, принёсший им столько муки. ",b1_c1
"Лакей согласился, пошел наверх и попросил Левина в приемную.",0.6792652942690711,"Слуга согласился, пошёл наверх и попросил Левина в приёмную. ",b1
Я пришел к ней с полным сердцем и едва дождался свидания. ,0.91875606852277,Я пришёл к ней с полным сердцем и едва дождался свидания.,b1
"А между тем я даже книги не мог прочесть и перестал читать: к чему читать, к чему узнавать на шесть месяцев? ",0.9426468365320771,"А между тем я даже книги не мог прочесть и перестал читать; к чему читать, к чему узнавать на шесть месяцев? ",b1
"Он не верил, не мог верить, что это была правда. ",1.0,"Он не верил, не мог верить, что это была правда. ",b1
Судите сами: мусульмане с самого начала были народом воинов и пророков. ,0.1862112196837118,Мусульманки из хороших семей всегда ходят в перчатках. ,b1
"Вы только подумайте: он едва мог получить письмо; положим, ему нельзя прийти, положим, он будет отвечать, так письмо придет не раньше как завтра. ",0.6985830823002902,"Вы только подумайте: он не мог получить письмо; письмо придёт не раньше, как завтра. ",b1
Из-за него все и произошло,0.364544215094448,"Из-за него всё и случилось, — ответил генерал",b1
"Дети кормили его, играли с ним… Один раз дети пошли играть на дорогу и взяли с собой котёнка.",0.7414030594169678,Один раз дети пошли играть в поле и взяли с собой котёнка.,a2_b1
"Я шел и пел, потому что, когда я счастлив, я непременно мурлыкаю что-нибудь про себя, как и всякий счастливый человек, у которого нет ни друзей, ни добрых знакомых и которому в радостную минуту не с кем разделить свою радость. ",0.7935246775171351,"Я шёл и пел, потому что, когда я счастлив, я обязательно пою что-нибудь про себя, как и каждый счастливый человек, у которого нет ни друзей, ни добрых знакомых и которому в радостную минуту не с кем поговорить. ",b1
"Не слыхала ли она его слов или не хотела слышать, но она как бы спотыкнулась, два раза стукнув ножкой, и поспешно покатилась прочь от него. ",0.3765892901279869,Она поспешно покатилась в сторону от него. ,b1
"Гуго видел, что это очень крепко, — что это совсем не то, что он хотел, но железная воля не позволяла ему сознаться.",0.9784662817989788,"Гуго видел, что это очень крепко, что это совсем не то, что он хотел, но железная воля не позволяла ему сознаться",b1_c1
"Я буду твоей женой, и верной и покорной, но любви нет, что же делать! ",0.985314920375814,"Я буду твоей женой, и верной, и покорной, но любви нет, что же делать! ",b2
"И вдруг ей пришла мысль: могло ли быть в каком-нибудь случае лучше для ее любимца Гриши, если б он никогда не существовал? ",0.8822849796370572,"Вдруг Долли пришла мысль: могло ли быть в каком-нибудь случае лучше для её любимца Гриши, если б он никогда не суще ствовал? ",b1
Но и он не поспел. ,0.3188172499506172,"Князь побежал было за ним, но не успел. ",b1
Кити приедет сюда и проведет со мною лето,0.7802386728305519,Кити приедет сюда и проведёт со мною лето. — Правда? ,b1
"– Я думала, напротив, – робко сказала Дарья Александровна",0.6709138351289962,"— Я думала наоборот, — робко сказала Дарья Александровна",b1
"Как он может жить, не примирившись со мною?» ",0.6975477393955516,"Как он может жить, не помирившись со мной?» ",b1
"Парадная дверь вдруг отворилась, и из нее вышла какая-то старушка, а за нею бежал знакомый белый шпиц. ",0.6052807398393726,"Дверь вдруг открылась, и из неё вышла какая-то старушка, а за нею бежала знакомая собачка. ",b1
"Он улыбался заманчиво, был белокур, с голубыми глазами. ",1.0000000000000009,"Он улыбался заманчиво, был белокур, с голубыми глазами. ",b1_c1
"И мне хотелось забыть, забыть, но зачем, зачем вы приехали?",0.9876353621125408,"И мне хотелось забыть, забыть, но зачем, зачем вы приехали? ",b1
"А знакомиться с лесничим, ежели он болен… Очевидно было, что управляющему сильно не хотелось, чтобы мы вошли в домик лесничего. ",0.3447630804029261,"Урбенин был против, он не хотел, чтобы они шли в дом лесничего. ",b1
Он взглянул на меня как-то особенно. ,0.9999999999999996,Он взглянул на меня как-то особенно. ,b2
"Впрочем, он был скрытен и честолюбив, и товарищи его редко имели случай посмеяться над его излишней бережливостью. ",0.6618747327575071,"Однако, он был горд, мало рассказывал о себе, и товарищи его редко имели возможность посмеяться над его излишней бережливостью. ",b1
"Я, воспитанный в понятии бога, христианином, наполнив всю свою жизнь теми духовными благами, которые дало мне христианство, преисполненный весь и живущий этими благами, я, как дети, не понимая их, разрушаю, то есть хочу разрушить то, чем я живу. ",0.3876674252601206,"Я воспитан в понятии Бога и того, что дало мне христианство. ",b1
"Жена не выходила из своих комнат, мужа третий день не было дома. ",1.0,"Жена не выходила из своих комнат, мужа третий день не было дома. ",b1
"— Включается пятнадцать процентов комиссионного сбора, — ответила барышня",0.974241936797652,"— Включается пятнадцать процентов комиссионного сбора, — отве тила барышня",b1_c1
"Ну-с, я вам еще позабыла сказать, что у нас, то есть у бабушкин свой дом, то есть маленький домик, всего три окна, совсем деревянный и такой же старый, как бабушка; а наверху мезонин; вот и переехал к нам в мезонин новый жилец",0.942542838364784,"Я вам ещё забыла сказать, что у нас, то есть у бабушки, свой дом, то есть маленький домик, всего три окна, совсем деревянный и такой же старый, как бабушка; а наверху мезонин; вот и переехал к нам в мезонин новый жилец",b1
"Ну, д’Эвре? ",0.2565903047636692,"Было видно, что д’Эвре проигрывает ирландцу, но настроение при этом у него хорошее. ",b1
"Но князь ждал с нетерпением посещения Гаврилы Ардалионовича, который непременно должен был сегодня же зайти к нему.",0.5088310291559919,VII  В один из следующих дней князь ждал посещения Гаврилы Ардалионовича.,b1
"Долли пошла в свою комнату, и ей стало смешно. ",0.9999999999999992,"Долли пошла в свою комнату, и ей стало смешно. ",b1
"Генерал Соболев, действуя по собственной инициативе, прорвал турецкую оборону и вышел на южную окраину Плевны. ",0.1700327864656859,"Он рассказал о действиях генерала Соболева, о действиях Османа, о действиях графа Зурова. ",b1
"Ты сейчас так грубо обошлась с няней… Прости, я не в состоянии переносить… в глазах потемнело… Наташа (взволнованно). ",0.5045482309173012,Ты сейчас так грубо обошлась с няней... ,b2
"На утро покойник дает мне два пятипроцентные билета, по пяти тысяч каждый, сходи, дескать, да продай, да семь тысяч пятьсот к Андреевым на контору снеси, уплати, а остальную сдачу с десяти тысяч, не заходя никуда, мне представь; буду тебя дожидаться. ",0.3355153109826236,На утро отец даёт мне два бан-ковских кредитных билета по пять тысяч каждый. ,b1
"Ложился спать я очень довольный, а вставал еще счастливее, А почему это все - довольно трудно рассказать",0.5230788641259002,А почему это всё — довольно трудно рассказать.,b1
Рогожин был молчалив во время своего процесса. ,0.85959941569528,Рогожин был молчалив во время судебного процесса. ,b1
"Дело, впрочем, чрезвычайно глупое: был я тогда еще только что прапорщиком и в армии лямку тянул. ",0.5273420180644632,Дело глупое: был я тогда в армии. ,b1
"Только досадно было, что д’Эвре все играет в свои дурацкие шахматы. ",0.4091594133985656,"Только не очень понравилось то, что д’Эвре продолжал играть в шахматы с Мак лафлином. ",b1
"— З-здравствуйте, Лаврентий Аркадьевич, — вяло сказал он, а Варе слегка поклонился",0.5567463789572464,"— Здравствуйте, Лаврентий Аркадьевич, — сказал он генералу и кивнул головой Варе",b1
"Я повернулся, вышел из церкви безо всякого препятствия, бросился в кибитку и закричал: пошел!»",0.4965145831474951,"Я повернулся, вышел из церкви и уехал",b1_c1
"Дон Диего — Я требую… Дон Гуан Что, если б Дон Гуана Вы встретили?",0.7111992152488358,Что если б Дон Гуана Вы встретили? ,b1_c1
"Она поднялась и опомнилась; она поняла, что подъехали к станции и что это был кондуктор. ",0.457885132297072,"На минуту она пришла в себя и поняла, что подъехали к станции, и направилась к двери. ",b1
"непременно купите, хорошие, французские или английские, это, говорят, самые лучшие. ",0.612364526020184,"— Нет, и не надо, — засмеялся князь. — Обязательно купите, хорошие, французские или английские. ",b1
"Войти в город колонной, с развернутым знаменем и барабанным боем, я — впереди, на Гульноре, — распаляясь, заходил по кабинету Соболев. — Пока не рассвело, чтоб не видно было, как нас мало. ",0.1922142243748461,"Если начнут стрелять, то верну-сь обратно. — Генерал посмотрел на всех и продолжил: — Войти в город со знаменем, с музыкой и песнями! ",b1
"Это была высокая стройная блондинка с правильными, но несимпатичными чертами лица и с синими глазами. ",0.4210042802001155,"Из коляски вышел Пшехоцкий, а потом молодая дама: высокая стройная блондинка с синими глазами, в роскошном платье и с браслетами на руках",b1
"Степану Аркадьичу отъезд жены в деревню был очень приятен во всех отношениях: и детям здорово, и расходов меньше, и ему свободнее. ",1.0000000000000004,"Степану Аркадьичу отъезд жены в деревню был очень приятен во всех отношениях: и детям здорово, и расходов меньше, и ему свободнее. ",b1
"Генеральша была из княжеского рода Мышкиных, рода хотя и не блестящего, но весьма древнего, и за свое происхождение весьма уважала себя. ",0.9579446489705968,"Генеральша была из княжеского рода Мышкиных, рода хотя и не блестящего, но древнего, и за своё происхождение весьма уважала себя. ",b1
"Приходит ко мне утром в седьмом часу, будит. ",1.0,"Приходит ко мне утром в седьмом часу, будит. ",b1
— велел Эраст Петрович.,0.3468611279346436,В «Крыму» Эраст Петрович никогда не был. ,b1
"За развитием науки ему приходилось следить по литературе, которая была тогда скупой, личного контакта с крупными учеными у него не было, так как Ломоносов, став ученым, ни разу не выезжал за границу, а иностранные ученые для общения с ним в Петербург не примыкали, поскольку Академия наук в то время не представляла для них интереса. ",0.7971046290108826,"За развитием науки ему приходилось следить по литературе, которой было немного, личного контакта с крупными учёными у него не было, так как Ломоносов, став учёным, ни разу не выезжал за границу, а иностранные учёные в Петербург не приезжали, поскольку тогдашняя Академия наук не представляла интереса. ",b1_c1
- вскричал Ганя. - Из упрямства и замуж не выходишь! ,0.8584769057696026,— закричал Ганя. — Из упрямства и замуж не выходишь! ,b1
Эраст Петрович сидел весь красный. ,0.4118893799545751,"Эраст Петрович слышал во сне, что кто-то стучит в окно. ",b1
Та-ра-ра-бумбия… сижу на тумбе я… Не все ли равно!,0.7123493550470974,Тара-ра-бумбия... сижу на тумбе я... ,b2
"Из дальнейшего допроса оказалось, что Кузьма перед самым убийством, в то время, когда граф с гостями сидел на опушке и пил чай, отправился в лес. ",0.5831079673629112,"Вот, ваше благородие, поэтому мы его к вам привели… На допросе стало известно, что Кузьма перед самым убийством, в то время, когда граф с гостями на опушке леса пили чай, пошёл в лес, потому что был очень пьян. ",b1
